Upper Sugarloaf Sound: Boca Chica Marina,8724493,24.575,-81.7083,Harmonic
Upper Sugarloaf Sound: Boca Chica Key- Southwest end,8724499,24.5633,-81.7133,Subordinate
Upper Sugarloaf Sound: Boca Chica Channel Bridge,8724503,24.5767,-81.7217,Subordinate
Upper Sugarloaf Sound: Key Haven - Stock Island Channel,8724517,24.58,-81.7383,Subordinate
Upper Sugarloaf Sound: Cow Key Channel,8724527,24.57,-81.75,Subordinate
Upper Sugarloaf Sound: Sigsbee Park- Garrison Bight Channel,8724542,24.585,-81.775,Subordinate
Upper Sugarloaf Sound: Fleming Key- north end,8724571,24.5917,-81.795,Harmonic
Upper Sugarloaf Sound: Riveria Canal- Key West,8724529,24.565,-81.7517,Subordinate
Upper Sugarloaf Sound: Key West- south side- White Street Pier,8724557,24.545,-81.7833,Subordinate
Upper Sugarloaf Sound: KEY WEST,8724580,24.5557,-81.8079,Harmonic
Upper Sugarloaf Sound: Sand Key Lighthouse- Sand Key Channel,8724635,24.4533,-81.8783,Harmonic
Upper Sugarloaf Sound: Garden Key- Dry Tortugas,8724697,24.6267,-82.8717,Subordinate
Upper Sugarloaf Sound: Loggerhead Key- Dry Tortugas,8724698,24.6317,-82.92,Harmonic
Upper Sugarloaf Sound: Smith Shoal Light,8724671,24.7183,-81.9215,Harmonic
Estero Bay: Little Hickory Island,8725283,26.3533,-81.855,Subordinate
Estero Bay: Coconut Point,8725319,26.4,-81.8433,Harmonic
Estero Bay: Carlos Point,8725325,26.405,-81.885,Subordinate
Estero Bay: Estero River,8725346,26.43,-81.8567,Subordinate
Estero Bay: Hendry Creek- Estero Bay,8725377,26.47,-81.8767,Harmonic
Estero Bay: Estero Island- Estero Bay,8725351,26.4383,-81.9183,Harmonic
Caloosahatchee River: Iona Shores,8725418,26.5217,-81.965,Subordinate
Caloosahatchee River: Cape Coral Bridge,8725451,26.5633,-81.9333,Subordinate
Caloosahatchee River: Fort Myers,8725520,26.6477,-81.8712,Harmonic
Charlotte Harbor: Port Boca Grande- Charlotte Harbor,8725577,26.72,-82.2583,Harmonic
Charlotte Harbor: Bokeelia- Charlotte Harbor,8725541,26.7067,-82.1633,Harmonic
Charlotte Harbor: Turtle Bay,8725649,26.7967,-82.1833,Harmonic
Charlotte Harbor: Punta Gorda- Charlotte Harbor,8725744,26.9283,-82.065,Subordinate
Charlotte Harbor: Shell Point- Peace River- Charlotte Harbor,8725791,26.9883,-81.9933,Harmonic
Charlotte Harbor: Locust Point- Hog Island,8725745,26.93,-82.1367,Harmonic
Charlotte Harbor: El Jobean- Myakka River,8725769,26.9617,-82.21,Subordinate
Charlotte Harbor: Myakka River- US 41 bridge,8725837,27.045,-82.2933,Harmonic
Charlotte Harbor: Cape Sable- East Cape,TEC4165,25.1167,-81.0833,Subordinate
Charlotte Harbor: Shark River entrance,8724769,25.345,-81.1267,Subordinate
Charlotte Harbor: Whitewater Bay,TEC4169,25.3167,-81.0333,Subordinate
Charlotte Harbor: Lostmans River entrance,8724842,25.5533,-81.2133,Subordinate
Charlotte Harbor: Onion Key- Lostmans River,8724863,25.6117,-81.1333,Subordinate
Charlotte Harbor: Chatham River entrance,8724891,25.69,-81.285,Subordinate
Charlotte Harbor: Chokoloskee,8724919,25.8133,-81.3633,Subordinate
Charlotte Harbor: Everglades City- Barron River,8724948,25.8583,-81.3867,Subordinate
Charlotte Harbor: Indian Key,TEC4183,25.8,-81.4667,Subordinate
Charlotte Harbor: Round Key,TEC4185,25.8333,-81.5333,Subordinate
Charlotte Harbor: Pumpkin Bay,8724963,25.895,-81.5583,Harmonic
Charlotte Harbor: Marco Island- Caxambas Pass,8724967,25.9083,-81.7283,Harmonic
Charlotte Harbor: Coon Key,8724964,25.8967,-81.6367,Harmonic
Charlotte Harbor: Cape Romano,8724947,25.8533,-81.675,Subordinate
Charlotte Harbor: Marco- Big Marco River,8724991,25.9717,-81.7283,Harmonic
Charlotte Harbor: McIlvaine Bay,8724996,25.985,-81.7017,Harmonic
Charlotte Harbor: Keewaydin island (inside),8725019,26.025,-81.7683,Harmonic
Charlotte Harbor: Naples- Naples Bay- north end,8725114,26.1367,-81.7883,Subordinate
Charlotte Harbor: NAPLES (outer coast),8725110,26.1317,-81.8075,Harmonic
Charlotte Harbor: Wiggins Pass- Cocohatchee River,8725235,26.29,-81.8183,Subordinate
Charlotte Harbor: Cocohatchee River- U.S. 41 bridge,8725228,26.2817,-81.8017,Subordinate
Charlotte Harbor: Matanzas Pass (fixed bridge) Estero Island,8725366,26.4567,-81.9533,Subordinate
Charlotte Harbor: Point Ybel- San Carlos Bay entrance,TEC4207,26.45,-82.0167,Subordinate
Charlotte Harbor: Punta Rassa- San Carlos Bay,8725391,26.4883,-82.0133,Harmonic
Charlotte Harbor: Tarpon Bay- Sanibel Island,8725362,26.4433,-82.0817,Harmonic
Charlotte Harbor: St. James City- Pine Island,8725393,26.4917,-82.0817,Subordinate
Charlotte Harbor: Galt Island- Pine Island Sound,8725411,26.5133,-82.1067,Subordinate
Charlotte Harbor: Captiva Island (outside),8725383,26.4783,-82.1833,Subordinate
Charlotte Harbor: Captiva Island- Pine Island Sound,8725417,26.5217,-82.1883,Subordinate
Charlotte Harbor: North Captiva Island,8725488,26.605,-82.2183,Harmonic
Charlotte Harbor: Redfish Pass- Captiva Island (north end),8725441,26.55,-82.1967,Subordinate
Charlotte Harbor: Tropical Homesites Landing- Pine Island,8725439,26.5483,-82.08,Subordinate
Charlotte Harbor: Matlacha Pass (bascule bridge),8725506,26.6317,-82.0683,Subordinate
Charlotte Harbor: Pineland- Pine Island,8725528,26.66,-82.155,Subordinate
Charlotte Harbor: Placida- Gasparilla Sound,8725667,26.8333,-82.265,Subordinate
Charlotte Harbor: Don Pedro Island State Park- Cutoff (south),8725685,26.855,-82.3033,Harmonic
Charlotte Harbor: Englewood- Lemon Bay,8725747,26.9333,-82.3533,Subordinate
Charlotte Harbor: Manasota- Lemon Bay,8725809,27.0117,-82.41,Harmonic
Charlotte Harbor: Venice Municipal Airport,8725858,27.0717,-82.4533,Harmonic
Charlotte Harbor: Venice Inlet (inside),8725889,27.1117,-82.4633,Subordinate
Charlotte Harbor: Sarasota- Sarasota Bay,8726083,27.3317,-82.545,Subordinate
Charlotte Harbor: Cortez- Sarasota Bay,8726217,27.4667,-82.6867,Subordinate
Tampa Bay: Egmont Key- Egmont Channel,8726347,27.6017,-82.76,Harmonic
Tampa Bay: Anna Maria Key- Bradenton Beach,8726243,27.4967,-82.7133,Subordinate
Tampa Bay: Anna Maria Key- city pier,8726282,27.5333,-82.73,Subordinate
Tampa Bay: Bradenton- Manatee River,8726247,27.5,-82.5733,Subordinate
Tampa Bay: Redfish Point- Manatee River,8726278,27.5267,-82.4817,Subordinate
Tampa Bay: Mullet Key Channel (Skyway),8726364,27.615,-82.7267,Harmonic
Tampa Bay: Port Manatee,8726384,27.6383,-82.5625,Harmonic
Tampa Bay: Shell Point,8726468,27.7183,-82.48,Subordinate
Tampa Bay: Little Manatee River- US 41 Bridge,8726436,27.705,-82.4483,Harmonic
Tampa Bay: Point Pinellas,8726454,27.7017,-82.64,Subordinate
Tampa Bay: ST. PETERSBURG,8726520,27.7606,-82.6269,Harmonic
Tampa Bay: APOLLO BEACH- HILLSBOROUGH BAY,8726537,27.7867,-82.4267,Subordinate
Tampa Bay: NEWMAN BRANCH,8726539,27.7833,-82.4067,Harmonic
Tampa Bay: Ballast Point,8726639,27.89,-82.48,Harmonic
Tampa Bay: Pendola Point- Hillsborough Bay,8726651,27.8983,-82.4267,Subordinate
Tampa Bay: Davis Island- Hillsborough Bay,8726657,27.9083,-82.4517,Subordinate
Tampa Bay: McKay Bay entrance,8726667,27.9133,-82.425,Harmonic
Tampa Bay: Old Port Tampa,8726607,27.8578,-82.5528,Harmonic
Tampa Bay: Gandy Bridge- Old Tampa Bay,8726641,27.8933,-82.5383,Subordinate
Tampa Bay: Bay Aristocrat Village- Old Tampa Bay,8726689,27.9417,-82.72,Subordinate
Tampa Bay: Safety Harbor- Old Tampa Bay,8726738,27.9883,-82.685,Harmonic
Tampa Bay: Mobbly Bayou,8726769,28.0217,-82.655,Subordinate
Boca Ciega Bay: Pass-a-Grille Beach,TEC4271,27.6833,-82.7333,Subordinate
Boca Ciega Bay: Gulfport,8726486,27.7367,-82.7067,Subordinate
Boca Ciega Bay: Long Key- 0.5mi N. of Corey Causeway,8726494,27.7517,-82.7533,Subordinate
Boca Ciega Bay: Johns Pass,8726533,27.785,-82.7817,Subordinate
Boca Ciega Bay: Madeira Beach Causeway,8726574,27.8083,-82.795,Subordinate
Gulf Coast: Indian Rocks Beach (inside),8726625,27.8767,-82.85,Subordinate
Gulf Coast: Clearwater,8726706,27.955,-82.8067,Subordinate
Gulf Coast: Clearwater Beach,8726724,27.9783,-82.8317,Harmonic
Gulf Coast: Dunedin- St. Joseph Sound,8726761,28.0133,-82.7933,Subordinate
Gulf Coast: Anclote Key- southern end,8726917,28.165,-82.8433,Harmonic
Gulf Coast: Anclote- Anclote River,8726924,28.1717,-82.785,Subordinate
Gulf Coast: Tarpon Springs- Anclote River,8726905,28.16,-82.7683,Subordinate
Gulf Coast: North Anclote Key,8726942,28.21,-82.84,Subordinate
Gulf Coast: Gulf Harbors,8726995,28.2433,-82.7633,Subordinate
Gulf Coast: Hwy. 19 bridge- Pithlachascotee River,8727012,28.2683,-82.7267,Subordinate
Gulf Coast: New Port Richey- Pithlachascotee River,8727001,28.2483,-82.7233,Subordinate
Gulf Coast: Hudson- Hudson Creek,8727061,28.3617,-82.71,Subordinate
Gulf Coast: Aripeka- Hammock Creek,8727097,28.4333,-82.6683,Subordinate
Gulf Coast: Hernando Beach- Rocky Creek- Little Pine I. Bay,8727122,28.4867,-82.6617,Subordinate
Gulf Coast: Bayport,8727151,28.5333,-82.65,Harmonic
Gulf Coast: Johns Island- Chassahowitzka Bay,8727235,28.6917,-82.6383,Harmonic
Gulf Coast: Chassahowitzka- Chassahowitzka River,8727246,28.715,-82.5767,Harmonic
Gulf Coast: Mason Creek- Homosassa Bay,8727274,28.7617,-82.6383,Harmonic
Gulf Coast: Tuckers Island- Homosassa River,8727277,28.7717,-82.695,Harmonic
Gulf Coast: Halls River bridge- Homosassa River,8727293,28.8,-82.6033,Harmonic
Gulf Coast: Ozello- St. Martins River,8727306,28.825,-82.6583,Harmonic
Gulf Coast: Mangrove Pt.- Crystal Bay,8727333,28.87,-82.7233,Harmonic
Gulf Coast: Ozello north- Crystal Bay,8727328,28.8633,-82.6667,Harmonic
Gulf Coast: Dixie Bay- Salt River- Crystal Bay,8727336,28.8817,-82.635,Harmonic
Crystal River: Florida Power,8727386,28.96,-82.725,Subordinate
Crystal River: Shell Island- north end,8727359,28.9233,-82.6917,Harmonic
Crystal River: Twin Rivers Marina,8727348,28.905,-82.6383,Harmonic
Crystal River: Kings Bay,8727343,28.8983,-82.5983,Harmonic
Crystal River: Withlacoochee River entrance,8727395,29.0017,-82.7583,Subordinate
Crystal River: CEDAR KEY,8727520,29.1336,-83.0309,Harmonic
Crystal River: Suwannee River entrance,TEC4299,29.2833,-83.15,Subordinate
Crystal River: Suwannee- Salt Creek,8727577,29.3283,-83.1517,Subordinate
Crystal River: HORSESHOE POINT,8727648,29.4367,-83.2933,Harmonic
Crystal River: Pepperfish Keys,TEC4301,29.5,-83.3667,Subordinate
Crystal River: Steinhatchee River ent.- Deadman Bay,8727695,29.6717,-83.39,Subordinate
Crystal River: Fishermans Rest,TEC4305,29.7333,-83.5333,Subordinate
Crystal River: Spring Warrior Creek,8727843,29.92,-83.6717,Harmonic
Apalachee Bay: Mandalay- Aucilla River,8727989,30.1267,-83.975,Subordinate
Apalachee Bay: ST. MARKS RIVER ENTRANCE,8728130,30.0783,-84.1783,Harmonic
Apalachee Bay: St. Marks- St. Marks River,8728142,30.1533,-84.2033,Subordinate
Apalachee Bay: Shell Point- Walker Creek,8728229,30.06,-84.29,Harmonic
Apalachee Bay: Bald Point- Ochlockonee Bay,8728237,29.9483,-84.3417,Subordinate
Apalachee Bay: Panacea- Dickerson Bay,8728269,30.0283,-84.3867,Subordinate
Apalachee Bay: Alligator Point- St. James Island,8728288,29.9033,-84.4133,Subordinate
Apalachee Bay: Turkey Point- St. James Island,8728360,29.915,-84.5117,Harmonic
St. George Sound: Dog Island- East End,8728408,29.81,-84.585,Harmonic
St. George Sound: Dog Island- west end,8728465,29.785,-84.6667,Subordinate
St. George Sound: Lanark- St. George Sound,8728412,29.8783,-84.595,Harmonic
St. George Sound: Carrabelle- Carrabelle River,8728464,29.85,-84.665,Subordinate
St. George Sound: South Carrabelle Beach,8728488,29.8017,-84.7367,Harmonic
St. George Sound: St. George Island- Northeast End,8728486,29.7667,-84.7,Harmonic
St. George Sound: St. George Island- East End,8728548,29.6867,-84.7867,Subordinate
St. George Sound: St. George Island- Rattlesnake Cove,8728552,29.6917,-84.7917,Subordinate
St. George Sound: St. George Island- 12th St. W (Bayside),8728626,29.6533,-84.8967,Subordinate
St. George Sound: St. George Island- Sikes Cut,8728669,29.6133,-84.9583,Harmonic
St. George Sound: Rock Islands,TEC4309,29.9667,-83.8333,Subordinate
Apalachicola Bay: Cat Point,8728619,29.7233,-84.8867,Subordinate
Apalachicola Bay: WHITE BEACH- EAST BAY,8728694,29.785,-84.8983,Harmonic
Apalachicola Bay: APALACHICOLA,8728690,29.7267,-84.9817,Harmonic
Apalachicola Bay: Apalachicola River (A&N RR bridge),8728711,29.7633,-85.0333,Subordinate
Apalachicola Bay: Huckleberry Landing- Jackson River,8728757,29.77,-85.085,Harmonic
Apalachicola Bay: Lower Anchorage,TEC4343,29.6,-85.05,Subordinate
Apalachicola Bay: West Pass,8728766,29.6333,-85.0967,Subordinate
Apalachicola Bay: Eleven Mile- St. Vincent Sound,8728786,29.7067,-85.1533,Harmonic
Choctawhatchee Bay: East Pass (Destin),8729511,30.395,-86.5133,Subordinate
Choctawhatchee Bay: Shalimar- Garnier Bayou,8729538,30.435,-86.5867,Subordinate
St. Joseph Bay: Port Saint Joe- St. Joseph Bay,8728912,29.815,-85.3133,Harmonic
St. Joseph Bay: St. Joseph Point- St. Joseph Bay,8728958,29.8733,-85.39,Harmonic
St. Joseph Bay: White City- ICWW,8728853,29.8807,-85.2214,Harmonic
St. Andrew Bay: Channel entrance,8729136,30.125,-85.73,Subordinate
St. Andrew Bay: Panama City,8729108,30.1523,-85.6669,Harmonic
St. Andrew Bay: Panama City Beach (outside),8728210,30.2133,-85.8783,Subordinate
St. Andrew Bay: Parker,8729084,30.1267,-85.6117,Subordinate
St. Andrew Bay: Laird Bayou- East Bay,8729045,30.1217,-85.5283,Subordinate
St. Andrew Bay: Farmdale- East Bay,8729017,30.0167,-85.47,Subordinate
St. Andrew Bay: Allanton- East Bay,8729015,30.03,-85.465,Subordinate
St. Andrew Bay: Wetappo Creek- East Bay,8728973,30.0383,-85.3933,Subordinate
St. Andrew Bay: Alligator Bayou,8729152,30.17,-85.755,Subordinate
St. Andrew Bay: Lynn Haven- North Bay,8729102,30.255,-85.6483,Subordinate
St. Andrew Bay: West Bay Creek- West Bay,8729197,30.2933,-85.8583,Subordinate
St. Andrew Bay: Harris- The Narrows,8729613,30.4083,-86.7317,Subordinate
St. Andrew Bay: Navarre Beach,8729678,30.3767,-86.865,Harmonic
Pensacola Bay: Fort McRee Breakwater,8729887,30.3267,-87.3117,Subordinate
Pensacola Bay: Warrington- 2 miles south of,8729868,30.345,-87.2733,Subordinate
Pensacola Bay: PENSACOLA,8729840,30.4044,-87.2112,Harmonic
Pensacola Bay: Lora Point- Escambia Bay,8729816,30.515,-87.1617,Subordinate
Pensacola Bay: East Bay,8729702,30.45,-86.9183,Subordinate
Pensacola Bay: Bay Point- Blackwater River,8729742,30.5717,-87.005,Subordinate
Pensacola Bay: Milton- Blackwater River,TEC4383,30.6167,-87.0333,Subordinate
Pensacola Bay: Fishing Bend- Santa Rosa Sound,8729806,30.3367,-87.14,Subordinate
Perdido Bay: Blue Angels Park,8729941,30.3869,-87.4288,Harmonic
Perdido Bay: Nix Point- Perdido Bay,8729962,30.3933,-87.425,Subordinate
Perdido Bay: Millview- Perdido Bay,8729905,30.4183,-87.3567,Harmonic
Perdido Bay: Alabama Point,8730667,30.2786,-87.555,Harmonic
