42098,Egmont Channel Entrance FL,27.589,-82.931
41114,Fort Pierce FL,27.55,-80.217
41009,CANAVERAL 20 NM East of Cape Canaveral FL,28.501,-80.184
41118,Chester Shoal FL,28.609,-80.59
41117,St. Augustine FL,30,-81.08
41112,Offshore Fernandina Beach FL,30.709,-81.292
41008,GRAYS REEF - 40 NM Southeast of Savannah GA,31.4,-80.868
42036,West Tampa,28.501,-84.516
42039,Penasacola,28.788,-86.008
42040,Mobile South,29.208,-88.226
